date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:49	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:26:49	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
18:26:49	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
18:26:49	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
18:26:50	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
18:26:50	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
18:26:50	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/aliik/Desktop/pages/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
18:26:50	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2017:52:19%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/aliik/Desktop/pages/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
18:26:50	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/aliik/Desktop/pages/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
18:26:53	600956/600956	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:26:51%20GMT	https://www.classcentral.com/rankings	C:/Users/aliik/Desktop/pages/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
18:26:53	593769/593769	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:26:52%20GMT	https://www.classcentral.com/collections	C:/Users/aliik/Desktop/pages/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
18:26:54	576292/576292	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:26:53%20GMT	https://www.classcentral.com/subjects	C:/Users/aliik/Desktop/pages/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
18:26:55	897670/897670	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:26:54%20GMT	https://www.classcentral.com/subject/cs	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
18:26:55	7834/7834	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:55%20GMT	https://www.classcentral.com/subject/maths	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
18:26:56	848479/848479	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:26:55%20GMT	https://www.classcentral.com/subject/health	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
18:26:56	8061/8061	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:56%20GMT	https://www.classcentral.com/subject/business	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/business.2a.delayed	(from https://www.classcentral.com/)
18:26:57	7879/7879	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:56%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/humanities	(from https://www.classcentral.com/)
18:26:57	8074/8074	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:56%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
18:26:57	8036/8036	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:57%20GMT	https://www.classcentral.com/subject/science	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/science.2d.delayed	(from https://www.classcentral.com/)
18:26:58	8068/8068	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:57%20GMT	https://www.classcentral.com/subject/education	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
18:26:58	8115/8115	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:58%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
18:26:58	8087/8087	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:58%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
18:26:59	8102/8102	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:58%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
18:26:59	8270/8270	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:59%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
18:27:00	8134/8134	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:59%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
18:27:00	8036/8036	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2016:26:59%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/aliik/Desktop/pages/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
18:27:02	3029333/3029333	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:27:01%20GMT	https://www.classcentral.com/universities	C:/Users/aliik/Desktop/pages/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
18:27:02	170640/170640	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2010:21:14%20GMT	https://www.classcentral.com/report/	C:/Users/aliik/Desktop/pages/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
18:27:03	4282/4282	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2009:46:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/aliik/Desktop/pages/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
18:27:03	838986/838986	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2016:27:02%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/aliik/Desktop/pages/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
18:27:03	33057/33057	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2006:02:24%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/aliik/Desktop/pages/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
